portfolio,id_ordre_travail,id_demande,etat,motif_standby,anomalie,urgence,impact_disponibilite,vandalisme,palliative,avec_demande_pdr,est_reouvert,site,zone,famille,groupe,localisation,actif,demandeur,ot_fils,date_declaration,createur_ot,date_creation_ot,utilisateur_prestataire,date_debut_reparation,responsable_cloture,date_cloture,commentaire_cloture,responsable_reouverture,date_reouverture,commentaire_ouverture,validateur_travaux,date_validation,responsable_rejet,date_rejet,motif_rejet,prestataire,cout_maindoeuvre,cout_pdr,cout_bc,cout_total,description,plateforme_creation,plateforme_prestataire,plateforme_cloture,plateforme_rejet,plateforme_reouverture,plateforme_validation,nombre_main_doeuvre,duree_intervention_par_heure,id_actif,time_to_closure_hours,time_to_start_hours,num_spare_parts_requests,total_parts_quantity,total_parts_cost,parts_articles,parts_families,parts_request_status
batiment,15484,15612,OT Rejeté,,Dégradation ,Moyen,non,False,False,False,False,PPR,GATE3,Element de structure ,Poteau ,Zone Billetterie,Poteau ,Said Touil,Non,2025-03-27 10:51:00,Said Touil,2025-03-27 10:59:00,,,,,,,,,,,Said Touil,2025-07-10 14:48:00,remplacées par des nouvelles éléments ,TMU,0.0,0.0,0.0,0.0,Besoin de polissage de tous ces éléments ,MOBILE,WEB,WEB,WEB,WEB,WEB,0,0.0,137779,,,0,0.0,0.0,,,
batiment,15483,15610,OT Cloturé,,Bouchage,Moyen,non,False,False,False,False,PPR,PPR01,Equipement plomberie et sanitaire,Lavabo,Sanitaire 2 quai 3,Lavabo 2,sup-tmu-bat- 05,Non,2025-03-27 09:43:00,Said Touil,2025-03-27 10:25:00,sup-tmu-bat- 05,2025-03-27 10:25:00,sup-tmu-bat- 05,2025-03-27 11:13:00,Débouchage ,,,,Said Touil,2025-04-04 11:28:00,,,,TMU,39.0,0.0,0.0,39.0,Bouchage ,MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.75,133216,1.5,0.0,0,0.0,0.0,,,
batiment,15482,15587,OT Cloturé,,Absence des trappe ou plaques,Moyen,non,False,False,False,False,TM1,TMPC01,Equipement lot archi / Menuiserie ,Plafond,Gare Maritime TMPC,Plafond ,sup-tmu-bat- 05,Non,2025-03-26 10:41:00,Chaymae Farah,2025-03-27 09:50:00,sup-tmu-bat- 05,2025-03-27 10:17:00,sup-tmu-bat- 05,2025-03-27 11:16:00,Fixation des trappes plafonniers ,,,,Chaymae Farah,2025-03-29 02:04:00,,,,TMU,48.88,0.0,0.0,48.88,Les trappes plafonniers ne sont pas fixées ,MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.94,161017,24.583333333333332,0.45,0,0.0,0.0,,,
batiment,15481,15597,OT Cloturé,,Hors service,Moyen,non,False,False,False,False,TMSA,TMSA,Equipement électrique,Electroménager ,Siège TMSA-Tanger,Electroménager ,Sup-MMI- TMSA,Non,2025-03-26 14:13:00,Chaymae Farah,2025-03-27 09:49:00,Sup-MMI- TMSA,2025-03-27 11:04:00,Sup-MMI- TMSA,2025-03-27 12:06:00,Re fixation joint d'étanchéité réfrigérateur cuisine RDC,,,,Chaymae Farah,2025-03-29 02:03:00,,,,MMI,541.65,0.0,0.0,541.65,Re fixation joint d'étanchéité réfrigérateur cuisine RDC   ,MOBILE,WEB,WEB,WEB,WEB,WEB,5,1.0,1245402,21.883333333333333,1.25,0,0.0,0.0,,,
batiment,15480,15598,OT Cloturé,,Desencastrement,Moyen,non,False,False,False,False,TMSA,TMSA,Equipement éclairage,Interrupteur d'allumage ,Siège TMSA-Tanger,Interrupteur d'allumage 1,Sup-MMI- TMSA,Non,2025-03-26 14:32:00,Chaymae Farah,2025-03-27 09:48:00,Sup-MMI- TMSA,2025-03-27 11:01:00,Sup-MMI- TMSA,2025-03-27 12:09:00,Réparation d'interrupteur d'allumage cuisine RDC,,,,Chaymae Farah,2025-03-29 02:03:00,,,,MMI,118.08,0.0,0.0,118.08,Réparation d'interrupteur d'allumage cuisine RDC ,MOBILE,WEB,WEB,WEB,WEB,WEB,1,1.09,1244916,21.616666666666667,1.2166666666666666,0,0.0,0.0,,,
equipement,15479,15601,OT Crée,,sous-tension,Moyen,non,False,False,False,False,TM1,TM01,Equipement Electrique,Onduleur,Quai de service ,Onduleur-LT-QS-C3,SUP-TMU-EQ- 03,Oui,2025-03-26 16:23:00,Marouane Ountoufi,2025-03-27 09:42:00,,,,,,,,,,,,,,TMU,0.0,0.0,0.0,0.0,"Prévoir de changement d'onduleur _x000d_
Fin duré de vie",MOBILE,WEB,WEB,WEB,WEB,WEB,0,0.0,5199,,,0,0.0,0.0,,,
equipement,15478,15603,OT Rejeté,,sous-tension,Moyen,non,False,False,False,False,TM1,TM01,Equipement Electrique,Onduleur,Quai de service ,Onduleur-LT-QS-C3,SUP-TMU-EQ- 03,Oui,2025-03-26 16:40:00,Marouane Ountoufi,2025-03-27 09:41:00,,,,,,,,,,,Nour-Eddine  ENNEJMAOUI,2025-03-27 10:00:00,Erreur de création de la demande ( informations erronées ),TMU,0.0,0.0,0.0,0.0,Besoin de changement de batterie,MOBILE,WEB,WEB,WEB,WEB,WEB,0,0.0,5199,,,0,0.0,0.0,,,
infrastructure,15477,15594,OT Cloturé,,endommage,Moyen,oui,False,False,False,False,TM1,ZEXT01,Voies de circulation,Panneaux de signalisation,RN16,CI,animateur 02,Non,2025-03-26 13:07:00,Soufiane chegdali,2025-03-27 09:16:00,sup-nzala- 01,2025-04-15 13:11:00,sup-nzala- 01,2025-04-16 16:52:00,Travaux de réparation la plaque de signalisation,,,,Chaymae Farah,2025-07-17 20:47:00,,,,NZALA,1827.24,0.0,0.0,1827.24,Panneau de signalisation routière endommagée à proximité de station gasoil SDFM au niveau de la route périphérique TM1.,MOBILE,WEB,WEB,WEB,WEB,WEB,2,19.01,42083,507.75,459.9166666666667,0,0.0,0.0,,,
infrastructure,15476,15563,OT Realisé,,Dégradation,Moyen,oui,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,SAS EXP Parking,SAS EXP Parking 3,animateur 02,Non,2025-03-25 12:24:00,Soufiane chegdali,2025-03-27 09:15:00,sup-nzala- 01,2025-04-29 07:38:00,sup-nzala- 01,2025-05-04 20:27:00,Traité,,,,,,,,,NZALA,12764.74,0.0,0.0,12764.74,Bordure endommagée en face de cafetière au niveau du parking régulation SAS EXPORT TM1.,MOBILE,WEB,WEB,WEB,WEB,WEB,2,132.8,28026,968.05,790.3833333333333,0,0.0,0.0,,,
infrastructure,15475,15568,OT Realisé,,Arrachement,Moyen,oui,False,False,False,False,TM1,SAS EXPORT,Clôture,Clôture,Sas Export Clôture,Sas Export Clôture 128,animateur 02,Non,2025-03-25 12:47:00,Soufiane chegdali,2025-03-27 09:14:00,sup-nzala- 01,2025-04-15 13:11:00,sup-nzala- 01,2025-04-16 16:35:00,Traité,,,,,,,,,NZALA,2872.79,0.0,0.0,2872.79,"Clôture endommagée au niveau de la voie des véhicules vides, SAS EXPORT TM1.",MOBILE,WEB,WEB,WEB,WEB,WEB,3,18.49,25771,531.8,459.95,0,0.0,0.0,,,
batiment,15474,15608,OT Cloturé,,Manque de poignée,Moyen,non,False,False,False,False,PPR,PPR01,Equipement lot archi / Menuiserie ,Porte aluminium,Sanitaire 3,Porte aluminium 1,Animateur 01,Non,2025-03-27 05:48:00,Animateur 01,2025-03-27 05:48:00,sup-tmu-bat- 05,2025-03-27 11:12:00,sup-tmu-bat- 05,2025-03-27 11:33:00,Pose de poignée ,,,,Said Touil,2025-04-04 11:27:00,,,,TMU,17.16,0.0,0.0,17.16,Poignée manquante de la porte de la toilette PMR au niveau du scanner mobile de gate 02.,WEB,WEB,WEB,WEB,WEB,WEB,1,0.33,1241697,5.75,5.4,0,0.0,0.0,,,
infrastructure,15473,15607,OT Cloturé,,Dégradation,Moyen,non,False,False,False,False,PPR,PPR01,Regard d'assainissement,Regard EU-EPL,PPR Regard EU-EPL,PPR Regard EU-EPL 68,Animateur 01,Non,2025-03-27 05:43:00,Animateur 01,2025-03-27 05:43:00,sup-nzala- 01,2025-04-15 11:19:00,sup-nzala- 01,2025-04-15 13:09:00,Les trappes de caniveau ont été soudées,,,,Said Touil,2025-04-18 13:33:00,,,,NZALA,284.33,0.0,0.0,284.33,Des grilles caniveaux arrachées en face de la rampe du quai 05 au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,3,1.83,32984,463.43333333333334,461.6,0,0.0,0.0,,,
infrastructure,15472,15606,OT Cloturé,,endommage,Moyen,non,False,False,False,False,PPR,PPR01,Voies de circulation,Panneaux de signalisation,PPR,LO,Animateur 01,Non,2025-03-27 05:39:00,Animateur 01,2025-03-27 05:39:00,sup-nzala- 01,2025-04-15 11:18:00,sup-nzala- 01,2025-04-15 11:30:00,Refixation la plaque de signalisation,,,,Said Touil,2025-04-18 13:33:00,,,,NZALA,27.97,0.0,0.0,27.97,Panneau de signalisation arrachée au niveau de giratoire 04 au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,3,0.18,42659,461.85,461.65,0,0.0,0.0,,,
infrastructure,15471,15605,OT Crée,,Endommagement ,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Voirie,Voirie,C3 -PRINCIPALE ,Non,2025-03-26 21:24:00,C3 -PRINCIPALE ,2025-03-26 21:24:00,,,,,,,,,,,,,,CAMPEZO,0.0,0.0,0.0,0.0,Barrière extensible endommager,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,498,,,0,0.0,0.0,,,
infrastructure,15470,15604,OT Crée,,Endommagement ,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,RN16,Voirie,C3 -PRINCIPALE ,Non,2025-03-26 21:18:00,C3 -PRINCIPALE ,2025-03-26 21:18:00,,,,,,,,,,,,,,CAMPEZO,0.0,0.0,0.0,0.0,Glissière giratoire belvédère nécessite une intervention,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,296,,,0,0.0,0.0,,,
equipement,15469,15560,OT Cloturé,,Dégradation des matériaux ,Moyen,oui,True,False,False,False,TM1,SAS IMPORT,"Equipement de sécurité, contôle et exploitation",Quai niveleur,Batiment Depotage,Quai Niveleur 16 (SasImport-DalleCentral-ZoneA),SUP-TMU-EQ- 03,Non,2025-03-25 10:26:00,Saadia agnouch,2025-03-26 15:38:00,SUP-TMU-EQ- 03,2025-03-27 08:52:00,SUP-TMU-EQ- 03,2025-03-28 00:42:00,fixation butée de quai niveleur ,,,,Soufiane chegdali,2025-04-14 20:12:00,,,,TMU,82.58,0.0,0.0,82.58,Buttées de quai détaché ,MOBILE,WEB,WEB,WEB,WEB,WEB,2,15.82,2128,62.266666666666666,17.233333333333334,0,0.0,0.0,,,
infrastructure,15468,15569,OT Crée,,sol defectué,Moyen,non,False,False,False,False,TM1,TM01,Terre plein,Parking,TM1 Parking,TM1 Parking 1,animateur 02,Non,2025-03-25 12:51:00,Marouane Ountoufi,2025-03-26 15:25:00,,,,,,,,,,,,,,TMU-HY,0.0,0.0,0.0,0.0,Dégradation des abords des caniveaux au niveau de ZVCI.,MOBILE,WEB,WEB,WEB,WEB,WEB,0,0.0,28053,,,0,0.0,0.0,,,
infrastructure,15467,15570,OT Crée,,Dégradtion du sol,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Voirie,Voirie,animateur 02,Non,2025-03-25 13:03:00,Marouane Ountoufi,2025-03-26 15:23:00,,,,,,,,,,,,,,CAMPEZO,0.0,0.0,0.0,0.0,"Fosse creux à proximité du bâtiment DECOEXSA TANGER, au niveau du SAS IMPORT TM1.",MOBILE,WEB,WEB,WEB,WEB,WEB,0,0.0,535,,,0,0.0,0.0,,,
infrastructure,15466,15575,OT Realisé,,Dégradtion du sol,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Voirie,Voirie,animateur 02,Non,2025-03-25 16:23:00,Marouane Ountoufi,2025-03-26 15:23:00,sup-nzala- 01,2025-08-26 07:13:00,sup-nzala- 01,2025-08-26 10:46:00,Travaux de remise en état d'habillage du regard d'assinissement,,,,,,,,,NZALA,542.24,0.0,0.0,542.24,Dégradation du béton de fixation d'une trappe de regard situé au couloir avant parking accroché décroché SAS EXPORT TM1,MOBILE,WEB,WEB,WEB,WEB,WEB,3,3.49,478,3690.383333333333,3663.8333333333335,0,0.0,0.0,,,
infrastructure,15465,15589,OT Realisé,,PORTAILS ENDOMMAGE,Moyen,non,False,False,False,False,TM1,TM01,Clôture,Portail mécanique,GATE2,Portail mécanique01,Animateur 01,Non,2025-03-26 11:34:00,Marouane Ountoufi,2025-03-26 15:22:00,sup-nzala- 01,2025-04-15 11:18:00,sup-nzala- 01,2025-04-15 11:28:00,Remise en état de mini-portail ,,,,,,,,,NZALA,21.75,0.0,0.0,21.75,Endommagement d'un portail au TPR,MOBILE,WEB,WEB,WEB,WEB,WEB,3,0.14,34631,479.9,475.93333333333334,0,0.0,0.0,,,
infrastructure,15464,15596,OT Crée,,Dégradtion du sol,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Voirie,Voirie,Rachid Labib,Non,2025-03-26 13:26:00,Marouane Ountoufi,2025-03-26 15:15:00,,,,,,,,,,,,,,CAMPEZO,0.0,0.0,0.0,0.0,"Une section d’enrobé et une bonde de protection en béton armé, côté rail ONCF, ont été arrachées, exposant des barres d’acier et présentant un risque pour la circulation des véhicules.",MOBILE,WEB,WEB,WEB,WEB,WEB,0,0.0,344,,,0,0.0,0.0,,,
batiment,15463,15595,OT Realisé,PDR Indisponible : Panel rond 18W,Desencastrement,Moyen,non,False,False,True,False,PPR,PPR01,Equipement éclairage,Interrupteur d'allumage ,Ancienne gare maritime,Interrupteur d'allumage 1,SUP-TMU-BAT- 6,Non,2025-03-26 13:13:00,Soufiane chegdali,2025-03-26 13:46:00,sup-tmu-bat- 05,2025-04-04 10:00:00,sup-tmu-bat- 05,2025-05-28 10:54:00,Changement des lampes (crs),,,,,,,,,TMU,42206.84,3850.0,0.0,46056.84,Besoine des lampes,MOBILE,WEB,WEB,WEB,WEB,WEB,1,811.67,127683,1509.6833333333334,212.23333333333332,2,15.0,3850.0,"Lampe LED E27 15W  6500K, Horloge astronomique",ELECTRICITE,cloture
batiment,15462,15592,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,TM1,TM01,Equipement éclairage,Interrupteur d'allumage ,ZVC,Interrupteur d'allumage 1,animateur 02,Non,2025-03-26 12:42:00,Soufiane chegdali,2025-03-26 13:20:00,sup-tmu-bat- 05,2025-03-26 13:52:00,sup-tmu-bat- 05,2025-03-26 14:27:00,Fermeture la porte de l'armoire électrique ,,,,Soufiane chegdali,2025-05-02 23:19:00,,,,TMU,30.16,0.0,0.0,30.16,Armoire électrique laissée ouverte au niveau du bâtiment de la zone ZVCI.,MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.58,101461,1.75,0.5333333333333333,0,0.0,0.0,,,
infrastructure,15461,15588,OT Cloturé,,panneaux  clôtures accidenté,Moyen,non,True,False,False,False,PPR,PPR01,Clôture,Clôture,PPR Clôture,PPR Clôture 259,Animateur 01,Non,2025-03-26 11:31:00,Said Touil,2025-03-26 13:01:00,sup-nzala- 01,2025-04-15 11:18:00,sup-nzala- 01,2025-04-15 11:27:00,Travaux de remise en état de la clôture simple,,,,Said Touil,2025-04-18 13:33:00,,,,NZALA,20.2,0.0,0.0,20.2,Endommagement des panneaux à la clôture séparant la zone stockage import et la route périphérique du TPR,MOBILE,WEB,WEB,WEB,WEB,WEB,3,0.13,23519,479.93333333333334,478.28333333333336,0,0.0,0.0,,,
infrastructure,15460,15590,OT Crée,,Dégradation,Moyen,non,True,False,False,False,PPR,PPR01,Regard d'assainissement,Regard EU-EPL,PPR Regard EU-EPL,PPR Regard EU-EPL 201,Animateur 01,Non,2025-03-26 11:36:00,Said Touil,2025-03-26 13:00:00,,,,,,,,,,,,,,TMU-HY,0.0,0.0,0.0,0.0,Dégradation d'habillage de la trappe d'un regard à l'accès TIR,MOBILE,WEB,WEB,WEB,WEB,WEB,0,0.0,34143,,,0,0.0,0.0,,,
equipement,15459,15571,OT Cloturé,,Dégradation des matériaux ,Moyen,non,False,False,False,False,MEDHUB,ZFL01,"Equipement de sécurité, contôle et exploitation",Quai niveleur,Entrepôt 72,Quai Niveleur 8 LOT_72,SUP-TMU-EQ- 03,Non,2025-03-25 14:06:00,zakariae lotfi,2025-03-26 12:26:00,SUP-TMU-EQ- 03,2025-03-26 13:36:00,SUP-TMU-EQ- 03,2025-03-26 14:23:00,Soudage châssis de quai niveleur ,,,,zakariae lotfi,2025-06-25 10:05:00,,,,TMU,131.98,0.0,0.0,131.98,Dégradation soudage de châssis du quai niveleur ,MOBILE,WEB,WEB,WEB,WEB,WEB,2,0.76,6624,24.283333333333335,1.1666666666666667,0,0.0,0.0,,,
batiment,15458,15572,OT Cloturé,,Défaut de câblage,Moyen,non,False,False,False,False,MEDHUB,ZFL02,Equipement éclairage,Interrupteur d'allumage ,PNG-ZFL2,Interrupteur d'allumage 1,sup-tmu-bat- 05,Non,2025-03-25 14:23:00,zakariae lotfi,2025-03-26 12:26:00,sup-tmu-bat- 05,2025-03-26 12:36:00,sup-tmu-bat- 05,2025-03-26 13:47:00,Rangement des câbles électriques et réparation le problème de court-circuit ,,,,zakariae lotfi,2025-06-25 10:05:00,,,,TMU,95.57,0.0,0.0,95.57,Absence de courant électrique au niveau de la guérite de sécurité accès MEDHUB(amplacement non modélisé),MOBILE,WEB,WEB,WEB,WEB,WEB,1,1.1,1225758,23.4,0.16666666666666666,0,0.0,0.0,,,
batiment,15457,15586,OT Realisé,,Poigné endommagé ,Moyen,non,False,False,True,False,TM1,TM01,Equipement lot archi / Menuiserie ,Porte aluminium,Sanitaires - Parking L,Porte Aluminium 2,sup-tmu-bat- 05,Non,2025-03-26 09:43:00,Soufiane chegdali,2025-03-26 10:15:00,sup-tmu-bat- 05,2025-03-26 10:16:00,sup-tmu-bat- 05,2025-03-27 10:22:00,Changement des poignées ,,,,,,,,,TMU,1248.52,24.0,0.0,1272.52,Deux poignées endommagées au bloc sanitaire parking L SAS IMPORT.TM1,MOBILE,WEB,WEB,WEB,WEB,WEB,1,24.01,166070,24.65,0.016666666666666666,1,2.0,24.0,Cylindre de serrure spécial 12CM,MENUISERIE,cloture
batiment,15456,15574,OT Cloturé,,Serrure endommagé ,Moyen,non,False,False,True,False,TM1,TMPC01,Equipement lot archi / Menuiserie ,Porte  bois,Secteur 3,Porte 1,SUP-TMU-BAT- 6,Non,2025-03-25 15:03:00,Chaymae Farah,2025-03-26 10:07:00,SUP-TMU-BAT- 02,2025-03-26 23:29:00,sup-tmu-bat- 05,2025-04-07 13:33:00,Installation d'une serrure ,,,,Hamza Elguetioui,2025-04-29 09:56:00,,,,TMU,14375.92,0.0,0.0,14375.92,Besoin de serrure,MOBILE,WEB,WEB,WEB,WEB,WEB,1,276.46,88826,310.5,13.366666666666667,1,1.0,12.0,Cylindre de serrure spécial 12CM,MENUISERIE,rejet
equipement,15455,15585,OT Rejeté,,Habillage endommagé,Moyen,non,False,False,False,False,TM1,TM01,"Equipement de sécurité, contôle et exploitation",Barrière,TC2,Barrière 1 TC2,C3 -EXTENTION ,Non,2025-03-26 05:54:00,C3 -EXTENTION ,2025-03-26 05:54:00,,,,,,,,,,,Nour-Eddine  ENNEJMAOUI,2025-03-26 09:25:00,a la charge de SI,NZALA,0.0,0.0,0.0,0.0,barriere necessite une intervention corrective situé à l'entrée du parking visite sas export,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,1982,,,0,0.0,0.0,,,
batiment,15454,15584,OT Cloturé,PDR Indisponible : Poignée aluminium,Poigné endommagé ,Moyen,non,True,False,True,False,PPR,PPR01,Equipement lot archi / Menuiserie ,Porte  bois,Sanitaire quai 5,Porte 1,Animateur 01,Non,2025-03-26 05:28:00,Animateur 01,2025-03-26 05:28:00,sup-tmu-bat- 05,2025-03-26 10:48:00,sup-tmu-bat- 05,2025-06-26 17:22:00,Ce bloc sanitaire a déjà été enlevé pour le PDR et a été retourné au magasin,,,,Said Touil,2025-07-29 17:41:00,,,,TMU,2042.25,650.0,0.0,2692.25,Poignée manquante de la porte de la toilette de bloc sanitaire femmes de quai 04 au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,1,54.46,133541,2219.9,5.333333333333333,1,1.0,650.0,Poignée aluminium (pair),MENUISERIE,cloture
batiment,15453,15583,OT Cloturé,PDR Indisponible : Poignée aluminium,Poigné endommagé ,Moyen,non,True,False,True,False,PPR,PPR01,Equipement lot archi / Menuiserie ,Porte  bois,Sanitaire 1 quai 3,Porte 2,Animateur 01,Non,2025-03-26 05:24:00,Animateur 01,2025-03-26 05:24:00,sup-tmu-bat- 05,2025-03-26 09:43:00,sup-tmu-bat- 05,2025-07-07 08:52:00,Changement de poignée,,,,Said Touil,2025-07-28 10:55:00,,,,TMU,15080.25,658.0,0.0,15738.25,Poignée arrachée de la porte de bloc sanitaire femmes de quai 03 au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,1,402.14,133092,2475.4666666666667,4.316666666666666,2,2.0,658.0,"Poignée aluminium (pair), Vis de poignée MALE - FEMELLE",MENUISERIE,cloture
infrastructure,15452,15582,OT Cloturé,,habillage non conforme,Moyen,non,False,False,False,False,PPR,PPR01,Regard d'assainissement,Regard EU-EPL,PPR Regard EU-EPL,PPR Regard EU-EPL 69,Animateur 01,Non,2025-03-26 04:43:00,Animateur 01,2025-03-26 04:43:00,sup-nzala- 01,2025-05-20 10:59:00,sup-nzala- 01,2025-05-20 20:30:00,L’anomalie a été traitée,,,,Said Touil,2025-05-26 19:27:00,,,,NZALA,912.18,0.0,0.0,912.18,Dégradation avancée d'habillage d'un regard au milieu du parking de la ZSI près de blocs sanitaires.,WEB,WEB,WEB,WEB,WEB,WEB,2,9.49,32985,1335.7833333333333,1326.2666666666667,0,0.0,0.0,,,
infrastructure,15451,15581,OT Cloturé,,habillage non conforme,Moyen,non,False,False,False,False,PPR,PPR01,Regard d'assainissement,Regard EU-EPL,PPR Regard EU-EPL,PPR Regard EU-EPL 200,Animateur 01,Non,2025-03-26 04:40:00,Animateur 01,2025-03-26 04:40:00,Said Touil,2025-10-29 10:18:00,Said Touil,2025-10-29 10:29:00,Traité ,,,,Said Touil,2025-10-29 10:29:00,,,,NZALA,30.22,0.0,0.0,30.22,Dégradation d'habillage d'un regard au niveau de giratoire de quai 08 au TPR.,WEB,WEB,MOBILE,WEB,WEB,MOBILE,3,0.17,34142,5213.816666666667,5213.633333333333,0,0.0,0.0,,,
infrastructure,15450,15580,OT Cloturé,,Brèche à la clôture ,Moyen,non,False,False,False,False,PPR,PPR01,Clôture,Clôture,PPR Clôture,PPR Clôture 252,Animateur 01,Non,2025-03-26 04:39:00,Animateur 01,2025-03-26 04:39:00,sup-nzala- 01,2025-04-15 09:41:00,sup-nzala- 01,2025-04-15 11:15:00,Remise en état de la clôture simple sécurité,,,,Said Touil,2025-04-21 12:06:00,,,,NZALA,242.38,0.0,0.0,242.38,Brèche à la clôture séparant la ZSI et la RP en face de l'aire de détente du quai 05 au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,3,1.56,23512,486.6,485.03333333333336,0,0.0,0.0,,,
batiment,15449,15579,OT Cloturé,,Flux lumineux faible ,Moyen,non,False,False,True,False,TM1,SAS EXPORT,Equipement éclairage,Spot,Sas Export PNG,Spot 2,animateur 02,Non,2025-03-25 22:25:00,animateur 02,2025-03-25 22:25:00,sup-tmu-bat- 05,2025-03-26 09:15:00,sup-tmu-bat- 05,2025-03-27 13:22:00,L'ampoule a été changée,,,,Soufiane chegdali,2025-04-11 19:45:00,,,,TMU,1461.2,250.0,0.0,1711.2,Éclairage insuffisant au niveau des escaliers PNG SAS EXPORT TM1 ce qui présente un risque de chute plain-pieds pour les usagers,WEB,WEB,WEB,WEB,WEB,WEB,1,28.1,155239,38.95,10.833333333333334,1,1.0,250.0,Lampe LED E27 15W  6500K,ELECTRICITE,cloture
infrastructure,15448,15578,OT Crée,,Dégradtion du sol,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Voirie,Voirie,animateur 02,Non,2025-03-25 22:19:00,animateur 02,2025-03-25 22:19:00,,,,,,,,,,,,,,CAMPEZO,0.0,0.0,0.0,0.0,Pave endommagée au niveau de sortie de camion SAS EXPORT TM1,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,505,,,0,0.0,0.0,,,
infrastructure,15447,15577,OT Cloturé,,endommage,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Panneaux de signalisation,TM1,TR,C3 -PRINCIPALE ,Non,2025-03-25 22:13:00,C3 -PRINCIPALE ,2025-03-25 22:13:00,sup-nzala- 01,2025-04-15 09:38:00,sup-nzala- 01,2025-04-15 11:14:00,La plaque a été traitée,,,,Soufiane chegdali,2025-05-02 23:19:00,,,,NZALA,247.04,0.0,0.0,247.04,Panneau passage piéton endommager route périphérique ,WEB,WEB,WEB,WEB,WEB,WEB,3,1.59,42374,493.01666666666665,491.4166666666667,0,0.0,0.0,,,
infrastructure,15446,15576,OT Cloturé,,endommage,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Panneaux de signalisation,TM1,TR,C3 -PRINCIPALE ,Non,2025-03-25 22:13:00,C3 -PRINCIPALE ,2025-03-25 22:13:00,sup-nzala- 01,2025-04-15 09:29:00,sup-nzala- 01,2025-04-15 11:14:00,La plaque a été réparée,,,,Soufiane chegdali,2025-05-02 23:22:00,,,,NZALA,167.24,0.0,0.0,167.24,Panneau passage piéton endommager route périphérique ,WEB,WEB,WEB,WEB,WEB,WEB,2,1.74,42374,493.01666666666665,491.26666666666665,0,0.0,0.0,,,
batiment,15445,15573,OT Cloturé,,Dégradation au mur ,Moyen,non,False,False,False,False,TM1,TMPC01,Equipement lot archi / Menuiserie ,Cloison,Secteur 3,Cloison ,Hamza Elguetioui,Non,2025-03-25 14:54:00,Hamza Elguetioui,2025-03-25 14:54:00,sup-nzala- 01,2025-03-27 09:27:00,sup-nzala- 01,2025-04-24 15:35:00,La peinture a été traitée,,,,Hamza Elguetioui,2025-04-29 09:55:00,,,,NZALA,65084.77,0.0,0.0,65084.77,Dégradation de la peinture au niveau du secteur 3.,MOBILE,WEB,WEB,WEB,WEB,WEB,2,677.12,79128,720.6833333333333,42.55,0,0.0,0.0,,,
batiment,15444,15562,OT Cloturé,,Serrure endommagé ,Moyen,non,False,False,True,False,TM1,TMPC01,Equipement lot archi / Menuiserie ,Porte  bois,Gare Maritime TMPC,Porte bois 1,sup-tmu-bat- 05,Non,2025-03-25 12:22:00,Chaymae Farah,2025-03-25 13:36:00,sup-tmu-bat- 05,2025-03-25 13:42:00,sup-tmu-bat- 05,2025-04-04 09:33:00,Changement de canon ,,,,Chaymae Farah,2025-07-17 20:46:00,,,,TMU,12262.12,0.0,0.0,12262.12,Canon endommagé,MOBILE,WEB,WEB,WEB,WEB,WEB,1,235.81,161078,237.18333333333334,0.1,1,1.0,12.0,Cylindre de serrure spécial 12CM,MENUISERIE,rejet
